"STATION","LATITUDE","LONGITUDE","ELEVATION","NAME","DATE","SEASON","SLP","WDSP","TEMP","DEWP","STP","VISIB","MXSPD","GUST","MAX","MIN","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/20/2016","Лето","1007.8","6.8","57.9","56.4","985.6","8.7","9.7","999.9","65.8","52.9","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/21/2016","Лето","1010.3","12.4","55.3","54.9","988","2.4","15.5","19.4","58.6","53.2","0.03","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/22/2016","Лето","1009.3","15.1","54.5","54.5","987","0.1","17.5","23.3","55.6","53.6","0.16","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/23/2016","Лето","1006","20.2","53.3","53.3","983.7","0.1","25.3","999.9","54.5","52.2","0.2","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/24/2016","Лето","999.9","8","56.6","56.6","977.9","0.1","13.6","19.4","57.6","55.2","4.06","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/25/2016","Лето","1000.3","11.2","58.3","57.7","978.4","21","15.5","23.3","60.3","55.8","0.08","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/26/2016","Лето","1008","10.9","60.6","56.9","985.9","15.6","19.4","999.9","71.1","53.4","0.33","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/27/2016","Лето","1011.5","9.5","57.1","57.1","989.3","0.1","11.7","999.9","58.5","55.4","0","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/28/2016","Лето","1012.6","8","60.9","60","990.5","2.4","9.7","999.9","68.4","58.1","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/29/2016","Лето","1011.6","13.8","60","59.6","989.5","1.7","17.5","21.4","64.2","58.3","0.03","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","6/30/2016","Лето","1007.7","16.5","60.4","60.3","985.6","0.1","19.4","27.2","61.7","59.4","0.35","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/1/2016","Лето","1004.8","12.9","61.9","61.9","982.9","0.1","15.5","23.3","64.4","58.6","0.02","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/2/2016","Лето","1002.2","9.5","67.7","64.1","980.6","14","13.6","23.3","78.3","61.9","0.39","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/3/2016","Лето","1010.1","8.9","66.5","61.4","988.3","21.3","13.6","29.1","77.7","57.6","0.03","E","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/4/2016","Лето","1018.8","13.6","59.3","54.8","996.4","21.7","21.4","999.9","65.5","53.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/5/2016","Лето","1019","5.8","55.4","52.2","996.5","12.4","9.7","999.9","59.9","52.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/6/2016","Лето","1014.7","7","63.1","56.4","992.6","18.7","9.7","999.9","72.1","56.8","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/7/2016","Лето","1012.6","12.1","61.7","59.6","990.5","13.3","13.6","999.9","66.4","58.8","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/8/2016","Лето","1008","6.3","63.3","61.5","986","9.3","9.7","999.9","66.4","60.3","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/9/2016","Лето","1003.8","5.8","68.9","65.5","982.2","12.4","9.7","999.9","73.4","66","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/10/2016","Лето","1005.7","10.4","63.8","59.8","983.8","9.4","13.6","999.9","78.1","56.3","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/11/2016","Лето","1005.6","12.4","62","61.3","983.7","3.2","13.6","21.4","63.9","57.6","0.08","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/12/2016","Лето","1002.5","12.1","65.2","65.1","980.8","0.1","15.5","21.4","65.8","63.9","0.04","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/13/2016","Лето","999.7","6.1","66.9","66.5","978.1","2.4","11.7","999.9","70.5","64.2","0.98","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/14/2016","Лето","1003.2","15.5","65.2","64","981.5","10.9","19.4","29.1","67.1","63.1","0.35","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/15/2016","Лето","1006.9","10","64.2","59","985","26.4","19.4","27.2","71.4","58.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/16/2016","Лето","1008.5","7.3","58.4","57.5","986.3","12.4","11.7","999.9","59.4","56.7","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/17/2016","Лето","1009","7","62.7","59.5","987.1","12.4","9.7","999.9","67.3","59.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/18/2016","Лето","1010.6","5.8","64.5","61.6","988.7","17.1","9.7","999.9","70.7","60.8","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/19/2016","Лето","1013","6.8","67.4","64","991.2","10.5","11.7","999.9","77.2","62.1","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/20/2016","Лето","1014.6","9.5","66.1","64.4","992.8","17.9","11.7","999.9","71.2","63","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/21/2016","Лето","1013.7","10.2","66","65.2","991.8","10.9","13.6","999.9","70","64.6","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/22/2016","Лето","1013.2","15.3","63.9","9999.9","991.2","0.2","21.4","27.2","64.6","63","0.16","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/23/2016","Лето","1012.2","23.6","62.4","62.2","990.2","3.2","25.3","33","63.5","61.5","0.19","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/24/2016","Лето","1012.1","19.9","63","62.1","990.1","7","27.2","33","63.9","62.1","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/25/2016","Лето","1010.1","16.5","64.8","63.8","988.2","6.3","21.4","27.2","68.7","63","0","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/26/2016","Лето","1004.3","17","64.7","64.6","982.6","0.1","27.2","999.9","65.7","63.5","0.35","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/27/2016","Лето","1002.8","4.4","69.2","67.4","981.3","14.8","5.8","999.9","77","64.2","0.04","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/28/2016","Лето","1006.1","8","66.1","65.6","984.4","13.3","11.7","999.9","68.4","64.4","0.39","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/29/2016","Лето","1008.1","9.2","64.4","9999.9","986.3","1.6","13.6","999.9","66.4","63.5","0.2","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/30/2016","Лето","1010.7","4.7","72.2","69.2","989.1","10.9","7.8","999.9","78.8","66.9","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","7/31/2016","Лето","1011.1","5.8","73.9","69.6","989.7","10.4","9.7","999.9","82","67.1","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/1/2016","Лето","1010.5","4.1","72.5","69.5","989","7.8","5.8","999.9","77.4","68.7","0.04","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/2/2016","Лето","1008.8","7.5","72.9","69.8","987.3","6.3","9.7","999.9","82.4","66.7","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/3/2016","Лето","1008.9","4.6","74.6","72.3","987.6","10.9","5.8","21.4","81","71.2","0.24","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/4/2016","Лето","1008.4","9.4","78.3","71","987.1","21.7","15.5","23.3","83.1","72.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/5/2016","Лето","1009.1","5.3","77.4","71.6","987.8","17.9","11.7","999.9","84.6","72.3","0.08","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/6/2016","Лето","1006.8","15.5","74.1","73","985.5","4.8","19.4","25.3","77","72.1","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/7/2016","Лето","1006.8","12.9","71.5","67.3","985.3","7.8","17.5","19.4","73.4","65.7","99.99"," ","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/8/2016","Лето","1009.9","11.9","71","59.3","988.2","24.1","17.5","21.4","77.9","63.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/9/2016","Лето","1008.5","7.5","73.1","64.6","987","21.7","11.7","999.9","79.5","69.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/10/2016","Лето","1008.1","10","70.7","69.9","986.6","7.8","11.7","999.9","71.8","69.6","0.02","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/11/2016","Лето","1007.6","12.9","73","72.2","986.2","3.5","15.5","999.9","75.2","71.8","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/12/2016","Лето","1005.4","12.4","73.6","73.6","984.1","0.1","15.5","21.4","74.3","72.5","0.06","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/13/2016","Лето","1003.7","10.2","74","9999.9","982.5","0.1","13.6","999.9","75.2","72.9","0.59","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/14/2016","Лето","1002.7","7","72.9","72.4","981.4","15.6","11.7","999.9","78.1","69.3","0.01","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/15/2016","Лето","1002.4","3.9","74.7","67.9","981.2","25.6","5.8","999.9","82.4","68.9","1.18","E","999.9","10010"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/16/2016","Лето","1004","6.8","69.6","66.3","982.6","20.2","11.7","999.9","76.3","63.5","99.99"," ","999.9","110010"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/17/2016","Лето","1005","8.5","71.4","62.5","983.5","19.4","11.7","19.4","77.4","65.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/18/2016","Лето","1007.8","7","72.8","67.9","986.3","17.1","9.7","999.9","77","69.3","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/19/2016","Лето","1010.2","6.3","69.1","66.4","988.5","11.7","9.7","999.9","73.2","66.9","0.2","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/20/2016","Лето","1010.1","7.3","69.3","68","988.4","11.5","7.8","999.9","72","66.9","0.44","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/21/2016","Лето","1009","8.5","65.3","65.3","987.2","2.4","15.5","19.4","67.3","63","3.94","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/22/2016","Лето","1007.5","9.5","69.3","63.2","985.9","21.7","11.7","999.9","77","62.6","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/23/2016","Лето","1007.7","7.3","71.8","62.2","986.2","19.4","9.7","999.9","77.4","67.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/24/2016","Лето","1006.2","18.5","70.6","68.3","984.7","12.3","21.4","33","71.6","69.6","0.79","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/25/2016","Лето","1005.2","10.2","62.4","58.7","983.3","9.3","17.5","29.1","72.1","57.6","0.94","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/26/2016","Лето","1012","9","64.7","50.7","990","21.7","15.5","23.3","71.6","56.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/27/2016","Лето","1012.8","6.6","66.4","55.1","991","21.7","11.7","999.9","72.9","60.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/28/2016","Лето","1009.3","5.3","64.2","57.8","987.4","21.7","9.7","999.9","68.9","58.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/29/2016","Лето","999.6","20.9","58.5","56.7","977.7","12.4","25.3","40.8","61","57.4","0.91","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/30/2016","Лето","986.4","16.5","66.9","65.7","965.1","17.9","23.3","27.2","72.9","59.9","1.65","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","8/31/2016","Лето","987.9","24","63.5","62.9","966.5","6.3","31.1","44.7","66.2","61","2.32","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/1/2016","Осень","1001.9","24.8","64.5","63.1","980.3","7","33","42.7","65.7","63","0.04","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/2/2016","Осень","1013.4","18.9","65.3","64.4","991.6","9.3","27.2","35","66.6","63.9","0.03","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/3/2016","Осень","1016.6","3.9","64.5","63.9","994.6","9.3","5.8","999.9","65.5","62.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/4/2016","Осень","1013.9","16","66.8","66.2","992.1","7.8","19.4","29.1","67.8","66","1.38","F","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/5/2016","Осень","1008.8","6.1","67.2","66.5","987.1","8.6","13.6","999.9","70.2","64.8","0.35","E","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/6/2016","Осень","1005.4","3.9","66.7","66.1","983.7","12.5","5.8","999.9","74.5","62.1","0.18","F","999.9","110010"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/7/2016","Осень","1008.1","10.2","66.7","62.4","986.4","18.2","19.4","21.4","75.4","61","0.01","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/8/2016","Осень","1011.5","6.1","59.3","58.4","989.4","5.5","11.7","999.9","62.8","56.8","0.47","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/9/2016","Осень","1012.9","7.5","59.4","57","990.7","17.1","11.7","999.9","64.2","56.3","0.04","E","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/10/2016","Осень","1016.8","5.6","60.6","57.4","994.5","19.4","7.8","999.9","63.5","56.8","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/11/2016","Осень","1020.8","7.3","60.7","60.7","998.5","3.2","13.6","999.9","61.3","59.7","0.06","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/12/2016","Осень","1021.7","14.8","61","58.5","999.4","12.4","19.4","999.9","63.7","59.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/13/2016","Осень","1020.3","10.4","61.5","58.6","998","16.3","13.6","999.9","65.3","60.1","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/14/2016","Осень","1017.1","6.3","61.9","61.7","995","10.1","9.7","999.9","63.1","60.6","0.03","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/15/2016","Осень","1014.7","9.7","63.9","63.1","992.8","7","11.7","19.4","66.7","61.7","0","I","999.9","100000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/16/2016","Осень","1013","8.3","63.1","60.6","991","9.8","11.7","999.9","71.4","55.2","0","H","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/17/2016","Осень","1017","12.1","57.7","53","994.7","19.4","15.5","23.3","64.8","52.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/18/2016","Осень","1016.8","10","55.3","50.2","994.4","19.4","13.6","19.4","61.7","49.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/19/2016","Осень","1016.2","3.6","60.1","46.8","994","31.1","5.8","999.9","65.7","49.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/20/2016","Осень","1019.3","5.6","62","50.2","997.1","31.1","9.7","999.9","70.2","53.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/21/2016","Осень","1022.8","10.9","61.2","55.3","0.5","12.4","15.5","19.4","66.4","58.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/22/2016","Осень","1019","10.7","61","57.9","996.8","12.4","13.6","21.4","65.1","57.9","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/23/2016","Осень","1016.4","9.5","62.6","59.6","994.3","10.1","11.7","19.4","67.1","57.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/24/2016","Осень","1013.9","16.3","63.5","62.6","991.9","12.4","19.4","25.3","64.4","62.2","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/25/2016","Осень","1015.3","9","65.3","52.2","993.3","14.8","13.6","999.9","76.3","54.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/26/2016","Осень","1016.9","10","64.2","57.9","994.9","15.5","15.5","21.4","70.2","62.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/27/2016","Осень","1013.6","15.3","57.9","54.9","991.4","11.7","23.3","36.9","65.8","44.8","99.99"," ","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/28/2016","Осень","1019.1","12.9","48.7","34.1","996.2","31.1","19.4","31.1","55.4","42.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/29/2016","Осень","1016.8","7.5","54.4","41.5","994.3","24.1","11.7","999.9","61.2","47.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","9/30/2016","Осень","1015","5.1","59","47.2","992.8","21.7","7.8","999.9","67.1","53.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/1/2016","Осень","1015.8","13.8","61","59.3","993.6","18.6","17.5","27.2","63","57.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/2/2016","Осень","1013.6","9.7","61.2","59.9","991.5","7.8","13.6","23.3","66","58.3","0.12","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/3/2016","Осень","1009.3","16.3","54.9","49.2","986.9","7.8","27.2","31.1","60.8","44.6","0.04","E","999.9","10010"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/4/2016","Осень","1019.8","7.3","51.9","34.5","997","8.5","13.6","21.4","56.1","44.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/5/2016","Осень","1015.7","12.4","44.5","40.8","992.7","10.4","19.4","25.3","48.6","42.6","0.16","F","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/6/2016","Осень","1023.8","9.7","46.4","31.8","0.8","17.1","17.5","27.2","53.4","40.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/7/2016","Осень","1018.8","9.4","51","39.2","996","8","27.2","42.7","54.7","47.7","2.2","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/8/2016","Осень","1006.3","13.6","47.9","43.4","983.8","15.6","23.3","35","59.4","39.4","0.03","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/9/2016","Осень","1017.7","14.3","44.1","26.2","994.7","31.1","23.3","999.9","48.2","38.8","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/10/2016","Осень","1017.3","11.2","48","36.1","994.5","31.1","17.5","25.3","53.2","39","0.12","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/11/2016","Осень","1019.1","13.8","44.1","28.1","996","31.1","17.5","27.2","47.8","38.1","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/12/2016","Осень","1021.3","8","46.1","25.6","998.3","31.1","15.5","999.9","52.9","39.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/13/2016","Осень","1021","10.4","48.1","38.5","998","21.7","15.5","23.3","53.8","39.9","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/14/2016","Осень","1024.3","10.2","52.7","43.6","1.5","12.4","13.6","999.9","56.7","39.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/15/2016","Осень","1022.8","13.8","56.1","55.9","0.2","1.2","17.5","21.4","56.8","54.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/16/2016","Осень","1016.4","15.3","57.6","57.4","994.1","0.4","17.5","21.4","58.3","55.6","99.99"," ","999.9","110000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/17/2016","Осень","1016.8","12.4","52.8","38.8","994.2","25.6","17.5","29.1","66","40.5","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/18/2016","Осень","1019.9","9.5","50.2","41.8","997.1","31.1","15.5","19.4","53.1","43.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/19/2016","Осень","1014.8","16.5","48.4","45.9","992","19.4","23.3","35","56.5","34.2","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/20/2016","Осень","1025.9","17.5","37.3","13.1","2.3","31.1","21.4","35","41.4","32.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/21/2016","Осень","1022.7","6.8","37.6","23.1","999.2","25.6","13.6","25.3","43.7","30.4","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/22/2016","Осень","1021.7","8.7","31.9","25.6","998","10.3","17.5","29.1","34.7","29.7","0.16","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/23/2016","Осень","1019.8","7.3","38.3","26.2","996.4","24.1","9.7","999.9","43.7","30.4","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/24/2016","Осень","1017","9.7","44.8","31.5","994","19.4","23.3","31.1","47.7","36","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/25/2016","Осень","1009.9","10.2","47.4","45.3","987.2","12.4","13.6","25.3","48.6","45.1","0.98","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/26/2016","Осень","1021.9","14.8","38.8","18.1","998.5","28.7","21.4","29.1","48.4","30.7","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/27/2016","Осень","1024.6","4.4","38.6","22.3","1.1","28","7.8","21.4","43","30.6","99.99"," ","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/28/2016","Осень","1020.4","8.7","35.1","27.1","996.9","10.9","13.6","19.4","40.8","29.7","0.2","E","999.9","10000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/29/2016","Осень","1027","10","32.6","8","3.2","12.4","15.5","23.3","37.6","27.3","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/30/2016","Осень","1024.1","11.2","31.5","22.6","0.3","14.4","23.3","35","35.6","26.4","0.04","E","0.4","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","10/31/2016","Осень","1027.4","17.2","25","8.7","3.2","19.4","21.4","25.3","28.8","20.5","0","I","2.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/1/2016","Осень","1028.9","5.6","25.7","8.8","4.7","12.4","13.6","999.9","27.7","21","0","I","0.8","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/2/2016","Осень","1021.9","7.8","33.2","22.6","998.3","12.4","11.7","999.9","35.8","27.5","0","I","0.4","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/3/2016","Осень","1017.6","12.4","30.1","7","993.8","31.1","21.4","33","37.9","21.9","0","I","999.9","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/4/2016","Осень","1012.6","7","25.5","19.3","988.8","5.1","15.5","21.4","26.4","21.2","0.01","E","0.4","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/5/2016","Осень","1019.8","18.9","23.3","17.4","995.8","5.3","23.3","31.1","25.3","20.3","0.16","E","2","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/6/2016","Осень","1032.4","10","21.8","7.9","7.9","6.2","13.6","27.2","24.6","19.6","0","I","1.6","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/7/2016","Осень","1024.1","18.7","19.4","16.9","999.7","4","25.3","40.8","21","17.2","99.99"," ","0.4","1000"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/8/2016","Осень","1025.5","19.9","19.9","8.9","1.1","7","23.3","36.9","22.1","17.2","0","I","2.8","0"
"31960099999","43.1166666","131.9333333","183","VLADIVOSTOK, RS","11/9/2016","Осень","1028.5","17","20.7","3.6","4","31.1","27.2","999.9","23.9","16.7","0","I","2.4","0"
